PARK,PLOT,PLOT.NUM,SUBPLOT,SPECIES,REP,FFDATE,HEIGHT,DEATHDATE,NOTES,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,,GILCAP,6,6/17/2025,38.0,,BT,,,,,,,,,,,,,,,,
SEM,DIVERSE,4,,GILCAP,7,,,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,GILCAP,8,,,,odd 6/24,,,,,,,,,,,,,,,,
SEM,DIVERSE,4,,GILCAP,9,6/27/2025,25.4,,BT,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,,GILCAP,10,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,NAVSQU,1,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,NAVSQU,2,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,NAVSQU,3,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,,NAVSQU,4,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,NAVSQU,5,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,NAVSQU,6,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,NAVSQU,7,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,NAVSQU,8,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,NAVSQU,9,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,NAVSQU,10,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,3,,PLAFIG,1,5/16/2025,9.1,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,PLAFIG,2,5/16/2025,7.4,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,PLAFIG,3,5/16/2025,8.7,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,PLAFIG,4,5/16/2025,7.4,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,1,,PLAFIG,5,5/16/2025,9.1,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,1,,PLAFIG,6,5/16/2025,12.1,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,PLAFIG,7,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,PLAFIG,8,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,PLAFIG,9,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,,,PLAFIG,10,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,8,,PLECON,1,4/25/2025,3.6,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,8,,PLECON,2,4/25/2025,9.2,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,7,,PLECON,3,4/18/2025,16.8,,BT,,,,,,,,,,,,,,,,
SEM,DIVERSE,7,,PLECON,4,4/25/2025,12.9,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,7,,PLECON,5,4/25/2025,11.6,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,4,,PLECON,6,4/29/2025,12.1,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,PLECON,7,4/25/2025,15.8,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,2,,PLECON,8,4/22/2025,12.1,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,3,,PLECON,9,4/29/2025,7.8,6/20/2025,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,,PLECON,10,5/6/2025,9.9,6/20/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,1,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,2,6/27/2025,9.7,,height at fruit,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,3,6/24/2025,19.3,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,4,,,6/6/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,5,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,6,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,7,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,8,,,,"odd 6/24, bt 6/20",,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,9,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,10,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,11,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,12,6/27/2025,8.3,,height at fruit,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,13,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,14,,,6/17/2025,h 6/6,,,,,,,,,,,,,,,,
WIR,ALONE,,,CLAPUR,15,6/24/2025,11.1,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,1,6/2/2025,9.5,6/17/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,2,,,6/2/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,3,,,6/6/2025,ODD 6/2,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,4,,,6/6/2025,ODD 6/2,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,5,,,6/9/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,6,,,6/17/2025,ODD 6/9,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,7,,,6/6/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,8,,,6/17/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,9,,,6/6/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,10,,,6/9/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,11,,,6/17/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,12,,,6/6/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,13,,,6/17/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,14,,,6/27/2025,Odd 6/20/25,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLIN,15,,,6/17/2025,ODD 6/6,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,1,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,2,,,,cleistogamous ,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,3,,,6/17/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,4,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,5,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,6,,,6/20/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,7,,,6/9/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,8,,,,cleistogamous ,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,9,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,10,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,11,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,12,,,6/24/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,13,,,,cleistogamous ,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,14,,,6/24/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,COLLOM,15,6/9/2025,10.0,6/27/2025,cleistogamous ,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,1,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,2,,,,h 6/20,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,3,6/17/2025,12.1,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,4,6/27/2025,23.7,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,5,6/27/2025,14.5,,h 6/20,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,6,6/17/2025,13.1,,h 6/20,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,7,,,,h 6/20,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,8,,,,h 6/20,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,9,,,,h 6/20,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,10,6/27/2025,34.4,,h 6/20,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,11,6/20/2025,13.1,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,12,,,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,13,6/27/2025,15.5,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,14,6/20/2025,20.7,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,EPIDEN,15,6/24/2025,13.7,,h 6/20,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,1,,,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,2,,,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,3,6/24/2025,40.0,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,4,,,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,5,6/24/2025,11.7,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,6,6/9/2025,37.1,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,7,,,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,8,6/9/2025,41.7,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,9,,,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,10,6/17/2025,29.3,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,11,,,6/20/2025,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,12,,,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,13,,,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,14,,,,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,GILCAP,15,,,6/20/2025,h 6/24,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,1,6/17/2025,27.8,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,2,6/17/2025,3.2,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,3,6/20/2025,10.4,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,4,6/17/2025,26.7,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,5,6/17/2025,7.9,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,6,6/17/2025,19.3,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,7,6/17/2025,6.5,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,8,6/17/2025,16.8,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,9,6/17/2025,11.3,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,10,6/17/2025,9.6,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,11,6/17/2025,43.7,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,12,6/17/2025,29.0,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,13,6/17/2025,28.7,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,14,6/17/2025,30.8,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,NAVSQU,15,6/17/2025,29.8,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,1,5/6/2025,6.2,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,2,5/13/2025,1.1,5/27/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,3,5/9/2025,8.2,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,4,5/6/2025,2.4,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,5,5/9/2025,10.0,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,6,5/13/2025,6.3,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,7,5/6/2025,5.8,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,8,5/6/2025,6.0,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,9,5/13/2025,3.6,6/9/2025,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,10,5/6/2025,10.1,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,11,5/6/2025,5.1,,odd 4/25,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,12,5/6/2025,5.0,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,13,5/9/2025,5.5,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,14,5/6/2025,2.7,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLAFIG,15,5/6/2025,8.6,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,1,5/16/2025,9.0,,"old plant 4/22 7.9, H 5/6",,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,2,5/30/2025,11.6,,H 4/29,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,3,4/18/2025,8.8,5/27/2025,"H 5/6, odd 5/13",,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,4,4/15/2025,9.0,,H at some point,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,5,5/6/2025,10.7,,H 4/25,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,6,5/27/2025,9.2,,H 4/25,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,7,5/16/2025,13.3,,h 5/6,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,8,5/27/2025,16.5,,H 4/25,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,9,5/13/2025,7.9,,H 4/25,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,10,5/23/2025,9.3,,H 4/25,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,11,4/22/2025,7.0,,h 4/28,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,12,5/2/2025,7.1,,,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,13,4/15/2025,10.1,,H at some point,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,14,4/15/2025,6.6,,H at some point,,,,,,,,,,,,,,,,
WIR,ALONE,,,PLECON,15,5/9/2025,10.4,,H 4/25,,,,,,,,,,,,,,,,
WIR,DIVERSE,1,,CLAPUR,1,6/20/2025,6.8,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,5,,CLAPUR,2,,,6/20/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,9,,CLAPUR,3,6/6/2025,7.9,6/17/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,11,,CLAPUR,4,6/20/2025,8.5,,height at fruit ,,,,,,,,,,,,,,,,
WIR,DIVERSE,5,,CLAPUR,5,,,6/6/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,CLAPUR,6,,,6/24/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,3,,CLAPUR,7,6/6/2025,4.0,6/24/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,CLAPUR,8,6/20/2025,5.8,,height on first fruit 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,2,,CLAPUR,9,6/6/2025,10.5,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,11,,CLAPUR,10,6/9/2025,16.3,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,CLAPUR,11,,,6/24/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,5,,COLLIN,1,5/16/2025,6.9,6/20/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,5,,COLLIN,2,5/9/2025,7.5,6/20/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,COLLIN,3,5/20/2025,10.4,6/20/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,COLLIN,4,,,6/2/2025,ODD 5/27,,,,,,,,,,,,,,,,
WIR,DIVERSE,7,,COLLIN,5,,,6/20/2025,ODD 6/2,,,,,,,,,,,,,,,,
WIR,DIVERSE,12,,COLLIN,6,5/23/2025,19.1,6/20/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,9,,COLLIN,7,5/23/2025,13.0,6/20/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,11,,COLLIN,8,5/13/2025,8.3,6/20/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,3,,COLLIN,9,5/13/2025,11.8,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,1,,COLLIN,10,,,,ODD 6/2,,,,,,,,,,,,,,,,
WIR,DIVERSE,11,,COLLOM,1,6/27/2025,6.6,,"cleistogamous, height at fruit",,,,,,,,,,,,,,,,
WIR,DIVERSE,9,,COLLOM,2,6/6/2025,2.5,,odd 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,1,,COLLOM,3,,,,Odd 6/24,,,,,,,,,,,,,,,,
WIR,DIVERSE,10,,COLLOM,4,,,,odd 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,11,,COLLOM,5,6/6/2025,7.0,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,1,,COLLOM,6,6/24/2025,15.2,,cleistogamous,,,,,,,,,,,,,,,,
WIR,DIVERSE,2,,COLLOM,7,6/20/2025,16.4,,cleistogamous,,,,,,,,,,,,,,,,
WIR,DIVERSE,10,,COLLOM,8,6/20/2025,15.8,,height at fruit (cleistogamous),,,,,,,,,,,,,,,,
WIR,DIVERSE,10,,COLLOM,9,6/6/2025,9.6,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,12,,COLLOM,10,6/24/2025,16.7,,cleistogamous,,,,,,,,,,,,,,,,
WIR,DIVERSE,2,,EPIDEN,1,,,,odd 6/20/25,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,EPIDEN,2,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,7,,EPIDEN,3,6/20/2025,10.2,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,7,,EPIDEN,4,6/24/2025,15.3,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,1,,EPIDEN,5,6/20/2025,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,6,,EPIDEN,6,,,6/20/2025,,,,,,,,,,,,,,,,,
WIR,DIVERSE,2,,EPIDEN,7,6/20/2025,11.8,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,9,,EPIDEN,8,6/17/2025,13.5,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,EPIDEN,9,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,EPIDEN,10,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,GILCAP,1,6/9/2025,43.8,,BT 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,2,,GILCAP,2,,,,"herbivory, odd 6/24",,,,,,,,,,,,,,,,
WIR,DIVERSE,9,,GILCAP,3,6/9/2025,30.6,,h 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,GILCAP,4,6/20/2025,23.3,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,12,,GILCAP,5,6/9/2025,57.3,,h 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,GILCAP,6,6/9/2025,35.7,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,2,,GILCAP,7,6/6/2025,18.3,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,GILCAP,8,,,,BT 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,GILCAP,9,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,GILCAP,10,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,7,,NAVSQU,1,6/27/2025,3.3,,Odd 6/27/25,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,2,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,3,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,4,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,5,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,6,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,7,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,8,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,9,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,NAVSQU,10,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,PLAFIG,1,5/16/2025,8.5,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,2,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,3,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,4,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,5,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,6,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,7,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,8,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,9,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,,,PLAFIG,10,,,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,6,,PLECON,1,5/6/2025,13.4,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,PLECON,2,4/28/2025,22.1,,BT 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,1,,PLECON,3,4/18/2025,11.4,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,2,,PLECON,4,4/15/2025,7.4,,H5/6,,,,,,,,,,,,,,,,
WIR,DIVERSE,3,,PLECON,5,4/18/2025,10.5,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,12,,PLECON,6,5/9/2025,12.1,,h 4/29,,,,,,,,,,,,,,,,
WIR,DIVERSE,9,,PLECON,7,4/22/2025,11.8,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,PLECON,8,4/25/2025,10.1,,BT 6/20,,,,,,,,,,,,,,,,
WIR,DIVERSE,2,,PLECON,9,4/29/2025,10.3,,,,,,,,,,,,,,,,,,
WIR,DIVERSE,4,,PLECON,10,5/6/2025,12.3,,,,,,,,,,,,,,,,,,
